Strain,Replicate,TechRep,Drug,LevelEvolvedTo,Time,OD_24h,OD_48h,OD_72h,Person,,,,,,,,
y109,1,B,0.03,,t0,0.1153,0.1743,0.1716,Q,,,,,,,,
y109,2,B,0.03,,t0,0.1341,0.2341,0.2246,Q,,,,,,,,
y109,3,B,0.03,,t0,0.1322,0.2239,0.2084,Q,,,,,,,,
y109,4,B,0.03,,t0,0.1215,0.1984,0.1918,Q,,,,,,,,
y109,5,B,0.03,,t0,0.1353,0.2214,0.2176,Q,,,,,,,,
y109,6,B,0.03,,t0,0.1499,0.2559,0.2461,Q,,,,,,,,
y109,7,B,0.03,,t0,0.1443,0.2329,0.2277,Q,,,,,,,,
y109,8,B,0.03,,t0,0.1297,0.2266,0.2373,Q,,,,,,,,
y109,9,B,0.03,,t0,0.1213,0.1917,0.201,Q,,,,,,,,
y109,10,B,0.03,,t0,0.1211,0.2313,0.2548,Q,,,,,,,,
y109,11,B,0.03,,t0,0.1227,0.208,0.2015,Q,,,,,,,,
y109,12,B,0.03,,t0,0.1259,0.182,0.1711,Q,,,,,,,,
y003,1,B,0.03,,t0,0.1316,0.1869,0.1952,Q,,,,,,,,
y003,2,B,0.03,,t0,0.1037,0.1295,0.1492,Q,,,,,,,,
y003,3,B,0.03,,t0,0.1021,0.1225,0.1198,Q,,,,,,,,
y003,4,B,0.03,,t0,0.115,0.1049,0.0998,Q,,,,,,,,
y003,5,B,0.03,,t0,0.1062,0.1174,0.1734,Q,,,,,,,,
y003,6,B,0.03,,t0,0.1034,0.1263,0.2036,Q,,,,,,,,
y003,7,B,0.03,,t0,0.1151,0.1614,0.2566,Q,,,,,,,,
y003,8,B,0.03,,t0,0.1035,0.1533,0.2494,Q,,,,,,,,
y003,9,B,0.03,,t0,0.1045,0.1528,0.2308,Q,,,,,,,,
y003,10,B,0.03,,t0,0.1035,0.1648,0.2628,Q,,,,,,,,
y003,11,B,0.03,,t0,0.1062,0.1719,0.2919,Q,,,,,,,,
y003,12,B,0.03,,t0,0.1012,0.1015,0.0645,Q,,,,,,,,
y026,1,B,0.03,,t0,0.111,0.3434,0.5955,Q,,,,,,,,
y026,2,B,0.03,,t0,0.1097,0.2424,0.3841,Q,,,,,,,,
y026,3,B,0.03,,t0,0.11,0.306,0.5619,Q,,,,,,,,
y026,4,B,0.03,,t0,0.1009,0.1808,0.3844,Q,,,,,,,,
y026,5,B,0.03,,t0,0.1028,0.1686,0.3436,Q,,,,,,,,
y026,6,B,0.03,,t0,0.1034,0.1592,0.3074,Q,,,,,,,,
y026,7,B,0.03,,t0,0.1039,0.1126,0.1348,Q,,,,,,,,
y026,8,B,0.03,,t0,0.1029,0.1213,0.181,Q,,,,,,,,
y026,9,B,0.03,,t0,0.1,0.1058,0.2553,Q,,,,,,,,
y026,10,B,0.03,,t0,0.1025,0.1734,0.4574,Q,,,,,,,,
y026,11,B,0.03,,t0,0.1114,0.2639,0.5298,Q,,,,,,,,
y026,12,B,0.03,,t0,0.1007,0.1017,0.0691,Q,,,,,,,,
y106,1,B,0.12,,t0,0.1045,0.1172,0.1067,Q,,,,,,,,
y106,2,B,0.12,,t0,0.1021,0.1059,0.1033,Q,,,,,,,,
y106,3,B,0.12,,t0,0.1042,0.1095,0.0826,Q,,,,,,,,
y106,4,B,0.12,,t0,0.1046,0.1095,0.0897,Q,,,,,,,,
y106,5,B,0.12,,t0,0.1013,0.1046,0.0715,Q,,,,,,,,
y106,6,B,0.12,,t0,0.1012,0.1065,0.0763,Q,,,,,,,,
y106,7,B,0.12,,t0,0.104,0.1058,0.0752,Q,,,,,,,,
y106,8,B,0.12,,t0,0.1082,0.1073,0.0758,Q,,,,,,,,
y106,9,B,0.12,,t0,0.1107,0.1322,0.1322,Q,,,,,,,,
y106,10,B,0.12,,t0,0.1231,0.1192,0.1035,Q,,,,,,,,
y106,11,B,0.12,,t0,0.1181,0.1094,0.0816,Q,,,,,,,,
y106,12,B,0.12,,t0,0.1088,0.1143,0.0806,Q,,,,,,,,
y048,1,B,0.12,,t0,0.2004,0.3656,0.4209,Q,,,,,,,,
y048,2,B,0.12,,t0,0.221,0.377,0.438,Q,,,,,,,,
y048,3,B,0.12,,t0,0.2619,0.4495,0.5199,Q,,,,,,,,
y048,4,B,0.12,,t0,0.2381,0.4484,0.5541,Q,,,,,,,,
y048,5,B,0.12,,t0,0.2772,0.4807,0.551,Q,,,,,,,,
y048,6,B,0.12,,t0,0.2958,0.5419,0.6584,Q,,,,,,,,
y048,7,B,0.12,,t0,0.2791,0.4902,0.5627,Q,,,,,,,,
y048,8,B,0.12,,t0,0.304,0.5123,0.5934,Q,,,,,,,,
y048,9,B,0.12,,t0,0.2224,0.4881,0.6864,Q,,,,,,,,
y048,10,B,0.12,,t0,0.2371,0.4184,0.4802,Q,,,,,,,,
y048,11,B,0.12,,t0,0.2229,0.4065,0.4829,Q,,,,,,,,
y048,12,B,0.12,,t0,0.282,0.4241,0.4414,Q,,,,,,,,
y079,1,B,0.12,,t0,0.0995,0.1048,0.1854,Q,,,,,,,,
y079,2,B,0.12,,t0,0.1012,0.1022,0.0662,Q,,,,,,,,
y079,3,B,0.12,,t0,0.1046,0.1,0.0641,Q,,,,,,,,
y079,4,B,0.12,,t0,0.1031,0.1477,0.3078,Q,,,,,,,,
y079,5,B,0.12,,t0,0.1115,0.1026,0.0733,Q,,,,,,,,
y079,6,B,0.12,,t0,0.1109,0.1022,0.0818,Q,,,,,,,,
y079,7,B,0.12,,t0,0.1189,0.109,0.0768,Q,,,,,,,,
y079,8,B,0.12,,t0,0.1163,0.1023,0.0727,Q,,,,,,,,
y079,9,B,0.12,,t0,0.1043,0.117,0.1908,Q,,,,,,,,
y079,10,B,0.12,,t0,0.1038,0.1,0.0732,Q,,,,,,,,
y079,11,B,0.12,,t0,0.105,0.1013,0.0704,Q,,,,,,,,
y079,12,B,0.12,,t0,0.1,0.1378,0.1718,Q,,,,,,,,
y074,1,B,0.12,,t0,0.1012,0.1093,0.0938,Q,,,,,,,,
y074,2,B,0.12,,t0,0.1017,0.1106,0.0903,Q,,,,,,,,
y074,3,B,0.12,,t0,0.1048,0.1104,0.0895,Q,,,,,,,,
y074,4,B,0.12,,t0,0.1156,0.1017,0.07,Q,,,,,,,,
y074,5,B,0.12,,t0,0.1149,0.101,0.102,Q,,,,,,,,
y074,6,B,0.12,,t0,0.1163,0.1048,0.1052,Q,,,,,,,,
y074,7,B,0.12,,t0,0.1324,0.1223,0.1127,Q,,,,,,,,
y074,8,B,0.12,,t0,0.118,0.1098,0.1191,Q,,,,,,,,
y074,9,B,0.12,,t0,0.113,0.1159,0.1184,Q,,,,,,,,
y074,10,B,0.12,,t0,0.1096,0.1127,0.1566,Q,,,,,,,,
y074,11,B,0.12,,t0,0.1051,0.1105,0.1223,Q,,,,,,,,
y074,12,B,0.12,,t0,0.1026,0.1132,0.0769,Q,,,,,,,,
y076,1,B,0.12,,t0,0.1757,0.3931,0.8226,Q,,,,,,,,
y076,2,B,0.12,,t0,0.1511,0.3726,0.7818,Q,,,,,,,,
y076,3,B,0.12,,t0,0.1709,0.4154,0.8563,Q,,,,,,,,
y076,4,B,0.12,,t0,0.1821,0.4232,0.8431,Q,,,,,,,,
y076,5,B,0.12,,t0,0.1692,0.3624,0.7785,Q,,,,,,,,
y076,6,B,0.12,,t0,0.1408,0.2645,0.5048,Q,,,,,,,,
y076,7,B,0.12,,t0,0.1604,0.2602,0.3996,Q,,,,,,,,
y076,8,B,0.12,,t0,0.1657,0.2897,0.4736,Q,,,,,,,,
y076,9,B,0.12,,t0,0.1655,0.3794,0.7574,Q,,,,,,,,
y076,10,B,0.12,,t0,0.1217,0.1977,0.2955,Q,,,,,,,,
y076,11,B,0.12,,t0,0.1369,0.2357,0.3876,Q,,,,,,,,
y076,12,B,0.12,,t0,0.169,0.3517,0.5084,Q,,,,,,,,
y109,1,B,0.12,,t0,0.1175,0.2032,0.2205,Q,,,,,,,,
y109,2,B,0.12,,t0,0.1301,0.2629,0.2989,Q,,,,,,,,
y109,3,B,0.12,,t0,0.1451,0.2755,0.2989,Q,,,,,,,,
y109,4,B,0.12,,t0,0.1572,0.3,0.4344,Q,,,,,,,,
y109,5,B,0.12,,t0,0.1801,0.324,0.4659,Q,,,,,,,,
y109,6,B,0.12,,t0,0.1708,0.3229,0.4124,Q,,,,,,,,
y109,7,B,0.12,,t0,0.1417,0.2535,0.3499,Q,,,,,,,,
y109,8,B,0.12,,t0,0.1724,0.3082,0.3316,Q,,,,,,,,
y109,9,B,0.12,,t0,0.135,0.2206,0.2151,Q,,,,,,,,
y109,10,B,0.12,,t0,0.1367,0.2489,0.2917,Q,,,,,,,,
y109,11,B,0.12,,t0,0.1385,0.2377,0.3188,Q,,,,,,,,
y109,12,B,0.12,,t0,0.131,0.1864,0.158,Q,,,,,,,,
y003,1,B,0.12,,t0,0.1232,0.1939,0.2208,Q,,,,,,,,
y003,2,B,0.12,,t0,0.1052,0.1123,0.1174,Q,,,,,,,,
y003,3,B,0.12,,t0,0.1097,0.1494,0.179,Q,,,,,,,,
y003,4,B,0.12,,t0,0.1058,0.12,0.1755,Q,,,,,,,,
y003,5,B,0.12,,t0,0.1133,0.1564,0.3028,Q,,,,,,,,
y003,6,B,0.12,,t0,0.1185,0.1154,0.2014,Q,,,,,,,,
y003,7,B,0.12,,t0,0.1348,0.2094,0.3955,Q,,,,,,,,
y003,8,B,0.12,,t0,0.1188,0.1477,0.2802,Q,,,,,,,,
y003,9,B,0.12,,t0,0.1171,0.1979,0.3842,Q,,,,,,,,
y003,10,B,0.12,,t0,0.1121,0.1201,0.2351,Q,,,,,,,,
y003,11,B,0.12,,t0,0.1122,0.1596,0.1901,Q,,,,,,,,
y003,12,B,0.12,,t0,0.1009,0.1105,0.0951,Q,,,,,,,,
y026,1,B,0.12,,t0,0.108,0.2392,0.4666,Q,,,,,,,,
y026,2,B,0.12,,t0,0.108,0.1578,0.2808,Q,,,,,,,,
y026,3,B,0.12,,t0,0.1225,0.3808,0.6975,Q,,,,,,,,
y026,4,B,0.12,,t0,0.1058,0.2088,0.4733,Q,,,,,,,,
y026,5,B,0.12,,t0,0.1019,0.1539,0.4208,Q,,,,,,,,
y026,6,B,0.12,,t0,0.1145,0.2035,0.3214,Q,,,,,,,,
y026,7,B,0.12,,t0,0.1053,0.107,0.13,Q,,,,,,,,
y026,8,B,0.12,,t0,0.103,0.1539,0.6829,Q,,,,,,,,
y026,9,B,0.12,,t0,0.1114,0.2278,0.2926,Q,,,,,,,,
y026,10,B,0.12,,t0,0.1003,0.204,0.3541,Q,,,,,,,,
y026,11,B,0.12,,t0,0.1039,0.2553,0.44,Q,,,,,,,,
y026,12,B,0.12,,t0,0.1013,0.1033,0.0647,Q,,,,,,,,
y106,1,B,0.5,,t0,0.0993,0.1235,0.1146,Q,,,,,,,,
y106,2,B,0.5,,t0,0.0973,0.1056,0.0888,Q,,,,,,,,
y106,3,B,0.5,,t0,0.0982,0.1172,0.1208,Q,,,,,,,,
y106,4,B,0.5,,t0,0.0971,0.1017,0.0743,Q,,,,,,,,
y106,5,B,0.5,,t0,0.0946,0.11,0.1137,Q,,,,,,,,
y106,6,B,0.5,,t0,0.1028,0.1094,0.0952,Q,,,,,,,,
y106,7,B,0.5,,t0,0.0947,0.1005,0.1168,Q,,,,,,,,
y106,8,B,0.5,,t0,0.1022,0.1152,0.1287,Q,,,,,,,,
y106,9,B,0.5,,t0,0.1166,0.1401,0.1421,Q,,,,,,,,
y106,10,B,0.5,,t0,0.0992,0.1229,0.1173,Q,,,,,,,,
y106,11,B,0.5,,t0,0.1013,0.1142,0.1225,Q,,,,,,,,
y106,12,B,0.5,,t0,0.1008,0.1048,0.0786,Q,,,,,,,,
y048,1,B,0.5,,t0,0.2153,0.4348,0.5045,Q,,,,,,,,
y048,2,B,0.5,,t0,0.2992,0.5156,0.5664,Q,,,,,,,,
y048,3,B,0.5,,t0,0.2672,0.4835,0.5503,Q,,,,,,,,
y048,4,B,0.5,,t0,0.2245,0.4592,0.5716,Q,,,,,,,,
y048,5,B,0.5,,t0,0.3087,0.533,0.6256,Q,,,,,,,,
y048,6,B,0.5,,t0,0.309,0.591,0.6924,Q,,,,,,,,
y048,7,B,0.5,,t0,0.3146,0.5529,0.6415,Q,,,,,,,,
y048,8,B,0.5,,t0,0.2944,0.5284,0.634,Q,,,,,,,,
y048,9,B,0.5,,t0,0.2445,0.5737,0.6984,Q,,,,,,,,
y048,10,B,0.5,,t0,0.227,0.4499,0.5195,Q,,,,,,,,
y048,11,B,0.5,,t0,0.2164,0.4498,0.5417,Q,,,,,,,,
y048,12,B,0.5,,t0,0.2428,0.4353,0.4695,Q,,,,,,,,
y079,1,B,0.5,,t0,0.0937,0.0939,0.0569,Q,,,,,,,,
y079,2,B,0.5,,t0,0.1032,0.096,0.0582,Q,,,,,,,,
y079,3,B,0.5,,t0,0.1152,0.0963,0.1437,Q,,,,,,,,
y079,4,B,0.5,,t0,0.1084,0.1003,0.2337,Q,,,,,,,,
y079,5,B,0.5,,t0,0.1091,0.0948,0.1564,Q,,,,,,,,
y079,6,B,0.5,,t0,0.1055,0.0988,0.1966,Q,,,,,,,,
y079,7,B,0.5,,t0,0.1062,0.1183,0.1761,Q,,,,,,,,
y079,8,B,0.5,,t0,0.0923,0.1374,0.1628,Q,,,,,,,,
y079,9,B,0.5,,t0,0.0932,0.1758,0.2057,Q,,,,,,,,
y079,10,B,0.5,,t0,0.1007,0.171,0.1551,Q,,,,,,,,
y079,11,B,0.5,,t0,0.0937,0.153,0.0777,Q,,,,,,,,
y079,12,B,0.5,,t0,0.0923,0.0993,0.0574,Q,,,,,,,,
y074,1,B,0.5,,t0,0.0985,0.1074,0.0931,Q,,,,,,,,
y074,2,B,0.5,,t0,0.154,0.1174,0.0987,Q,,,,,,,,
y074,3,B,0.5,,t0,0.1326,0.1124,0.0875,Q,,,,,,,,
y074,4,B,0.5,,t0,0.1231,0.0984,0.0681,Q,,,,,,,,
y074,5,B,0.5,,t0,0.1216,0.0968,0.1352,Q,,,,,,,,
y074,6,B,0.5,,t0,0.1159,0.0963,0.2408,Q,,,,,,,,
y074,7,B,0.5,,t0,0.104,0.1297,0.2749,Q,,,,,,,,
y074,8,B,0.5,,t0,0.0946,0.1406,0.2172,Q,,,,,,,,
y074,9,B,0.5,,t0,0.098,0.1929,0.2674,Q,,,,,,,,
y074,10,B,0.5,,t0,0.096,0.2058,0.2177,Q,,,,,,,,
y074,11,B,0.5,,t0,0.0981,0.1777,0.2337,Q,,,,,,,,
y074,12,B,0.5,,t0,0.098,0.1693,0.0652,Q,,,,,,,,
y076,1,B,0.5,,t0,0.1938,0.4535,0.9242,Q,,,,,,,,
y076,2,B,0.5,,t0,0.2242,0.4736,0.8875,Q,,,,,,,,
y076,3,B,0.5,,t0,0.2567,0.429,0.7882,Q,,,,,,,,
y076,4,B,0.5,,t0,0.2442,0.4171,0.7055,Q,,,,,,,,
y076,5,B,0.5,,t0,0.2358,0.288,0.4819,Q,,,,,,,,
y076,6,B,0.5,,t0,0.1956,0.347,0.5363,Q,,,,,,,,
y076,7,B,0.5,,t0,0.1578,0.4417,0.7475,Q,,,,,,,,
y076,8,B,0.5,,t0,0.1473,0.3708,0.526,Q,,,,,,,,
y076,9,B,0.5,,t0,0.1741,0.5293,0.9244,Q,,,,,,,,
y076,10,B,0.5,,t0,0.1316,0.3829,0.6016,Q,,,,,,,,
y076,11,B,0.5,,t0,0.1572,0.452,0.6488,Q,,,,,,,,
y076,12,B,0.5,,t0,0.1946,0.5002,0.721,Q,,,,,,,,
y109,1,B,0.5,,t0,0.1234,0.2392,0.2421,Q,,,,,,,,
y109,2,B,0.5,,t0,0.1705,0.2613,0.245,Q,,,,,,,,
y109,3,B,0.5,,t0,0.2355,0.3986,0.4583,Q,,,,,,,,
y109,4,B,0.5,,t0,0.2215,0.3801,0.4053,Q,,,,,,,,
y109,5,B,0.5,,t0,0.2122,0.4504,0.5462,Q,,,,,,,,
y109,6,B,0.5,,t0,0.1845,0.4449,0.5373,Q,,,,,,,,
y109,7,B,0.5,,t0,0.1432,0.3753,0.3894,Q,,,,,,,,
y109,8,B,0.5,,t0,0.1784,0.4153,0.4625,Q,,,,,,,,
y109,9,B,0.5,,t0,0.1791,0.3506,0.3778,Q,,,,,,,,
y109,10,B,0.5,,t0,0.1666,0.4783,0.5148,Q,,,,,,,,
y109,11,B,0.5,,t0,0.1356,0.4061,0.3679,Q,,,,,,,,
y109,12,B,0.5,,t0,0.1439,0.2729,0.1873,Q,,,,,,,,
y003,1,B,0.5,,t0,0.1248,0.2152,0.2294,Q,,,,,,,,
y003,2,B,0.5,,t0,0.1734,0.2206,0.1477,Q,,,,,,,,
y003,3,B,0.5,,t0,0.2259,0.3566,0.4039,Q,,,,,,,,
y003,4,B,0.5,,t0,0.162,0.16,0.1692,Q,,,,,,,,
y003,5,B,0.5,,t0,0.2048,0.2404,0.2385,Q,,,,,,,,
y003,6,B,0.5,,t0,0.1317,0.2991,0.4163,Q,,,,,,,,
y003,7,B,0.5,,t0,0.1298,0.3484,0.3757,Q,,,,,,,,
y003,8,B,0.5,,t0,0.1319,0.3736,0.4272,Q,,,,,,,,
y003,9,B,0.5,,t0,0.1644,0.3697,0.4193,Q,,,,,,,,
y003,10,B,0.5,,t0,0.1044,0.2973,0.2969,Q,,,,,,,,
y003,11,B,0.5,,t0,0.1266,0.3537,0.3203,Q,,,,,,,,
y003,12,B,0.5,,t0,0.0962,0.2306,0.1887,Q,,,,,,,,
y026,1,B,0.5,,t0,0.1137,0.304,0.4524,Q,,,,,,,,
y026,2,B,0.5,,t0,0.1242,0.4298,0.6981,Q,,,,,,,,
y026,3,B,0.5,,t0,0.1195,0.2649,0.4118,Q,,,,,,,,
y026,4,B,0.5,,t0,0.1107,0.3854,0.487,Q,,,,,,,,
y026,5,B,0.5,,t0,0.108,0.3782,0.4398,Q,,,,,,,,
y026,6,B,0.5,,t0,0.1031,0.2254,0.0715,Q,,,,,,,,
y026,7,B,0.5,,t0,0.0937,0.205,0.1376,Q,,,,,,,,
y026,8,B,0.5,,t0,0.1094,0.2455,0.0816,Q,,,,,,,,
y026,9,B,0.5,,t0,0.1024,0.3146,0.2769,Q,,,,,,,,
y026,10,B,0.5,,t0,0.0999,0.3457,0.2997,Q,,,,,,,,
y026,11,B,0.5,,t0,0.0978,0.3586,0.3255,Q,,,,,,,,
y026,12,B,0.5,,t0,0.0926,0.1752,0.1041,Q,,,,,,,,
y106,1,B,2,,t0,0.0982,0.1278,0.1328,Q,,,,,,,,
y106,2,B,2,,t0,0.0986,0.1091,0.0918,Q,,,,,,,,
y106,3,B,2,,t0,0.0985,0.117,0.1583,Q,,,,,,,,
y106,4,B,2,,t0,0.1011,0.1113,0.098,Q,,,,,,,,
y106,5,B,2,,t0,0.0998,0.115,0.1052,Q,,,,,,,,
y106,6,B,2,,t0,0.0992,0.1079,0.1036,Q,,,,,,,,
y106,7,B,2,,t0,0.0977,0.1086,0.0934,Q,,,,,,,,
y106,8,B,2,,t0,0.1016,0.1249,0.1553,Q,,,,,,,,
y106,9,B,2,,t0,0.1197,0.1656,0.1823,Q,,,,,,,,
y106,10,B,2,,t0,0.1028,0.1332,0.204,Q,,,,,,,,
y106,11,B,2,,t0,0.0993,0.1092,0.1456,Q,,,,,,,,
y106,12,B,2,,t0,0.1019,0.129,0.117,Q,,,,,,,,
y048,1,B,2,,t0,0.1978,0.3438,0.3638,Q,,,,,,,,
y048,2,B,2,,t0,0.2758,0.488,0.5334,Q,,,,,,,,
y048,3,B,2,,t0,0.2821,0.5128,0.5951,Q,,,,,,,,
y048,4,B,2,,t0,0.3176,0.541,0.5922,Q,,,,,,,,
y048,5,B,2,,t0,0.3214,0.5363,0.5934,Q,,,,,,,,
y048,6,B,2,,t0,0.3372,0.568,0.6315,Q,,,,,,,,
y048,7,B,2,,t0,0.3305,0.538,0.5937,Q,,,,,,,,
y048,8,B,2,,t0,0.2968,0.549,0.6126,Q,,,,,,,,
y048,9,B,2,,t0,0.2495,0.4765,0.5808,Q,,,,,,,,
y048,10,B,2,,t0,0.279,0.4921,0.5374,Q,,,,,,,,
y048,11,B,2,,t0,0.325,0.5614,0.6186,Q,,,,,,,,
y048,12,B,2,,t0,0.2935,0.5349,0.5983,Q,,,,,,,,
y079,1,B,2,,t0,0.09,0.0915,0.0552,Q,,,,,,,,
y079,2,B,2,,t0,0.0974,0.101,0.075,Q,,,,,,,,
y079,3,B,2,,t0,0.0951,0.0938,0.059,Q,,,,,,,,
y079,4,B,2,,t0,0.0954,0.1102,0.2133,Q,,,,,,,,
y079,5,B,2,,t0,0.0957,0.0958,0.0665,Q,,,,,,,,
y079,6,B,2,,t0,0.098,0.0931,0.0676,Q,,,,,,,,
y079,7,B,2,,t0,0.0972,0.0936,0.0566,Q,,,,,,,,
y079,8,B,2,,t0,0.0956,0.0936,0.057,Q,,,,,,,,
y079,9,B,2,,t0,0.0944,0.0968,0.1748,Q,,,,,,,,
y079,10,B,2,,t0,0.0939,0.0938,0.0551,Q,,,,,,,,
y079,11,B,2,,t0,0.0909,0.0918,0.0544,Q,,,,,,,,
y079,12,B,2,,t0,0.0894,0.0918,0.0568,Q,,,,,,,,
y074,1,B,2,,t0,0.0972,0.1033,0.0794,Q,,,,,,,,
y074,2,B,2,,t0,0.0997,0.1036,0.0723,Q,,,,,,,,
y074,3,B,2,,t0,0.1005,0.1241,0.1042,Q,,,,,,,,
y074,4,B,2,,t0,0.1037,0.1003,0.0693,Q,,,,,,,,
y074,5,B,2,,t0,0.1029,0.0967,0.065,Q,,,,,,,,
y074,6,B,2,,t0,0.0981,0.0953,0.0598,Q,,,,,,,,
y074,7,B,2,,t0,0.1,0.1051,0.0978,Q,,,,,,,,
y074,8,B,2,,t0,0.1015,0.0987,0.0618,Q,,,,,,,,
y074,9,B,2,,t0,0.0966,0.1024,0.0722,Q,,,,,,,,
y074,10,B,2,,t0,0.0998,0.1066,0.0688,Q,,,,,,,,
y074,11,B,2,,t0,0.0984,0.1028,0.0663,Q,,,,,,,,
y074,12,B,2,,t0,0.0994,0.1078,0.0699,Q,,,,,,,,
y076,1,B,2,,t0,0.2117,0.4235,0.5854,Q,,,,,,,,
y076,2,B,2,,t0,0.2095,0.4067,0.5506,Q,,,,,,,,
y076,3,B,2,,t0,0.1998,0.3772,0.5002,Q,,,,,,,,
y076,4,B,2,,t0,0.1827,0.3382,0.4314,Q,,,,,,,,
y076,5,B,2,,t0,0.2062,0.3497,0.5004,Q,,,,,,,,
y076,6,B,2,,t0,0.142,0.247,0.3054,Q,,,,,,,,
y076,7,B,2,,t0,0.1802,0.3324,0.4398,Q,,,,,,,,
y076,8,B,2,,t0,0.1479,0.2194,0.2193,Q,,,,,,,,
y076,9,B,2,,t0,0.1592,0.2858,0.3821,Q,,,,,,,,
y076,10,B,2,,t0,0.1321,0.1982,0.2306,Q,,,,,,,,
y076,11,B,2,,t0,0.1436,0.2454,0.327,Q,,,,,,,,
y076,12,B,2,,t0,0.2263,0.4542,0.6182,Q,,,,,,,,
y109,1,B,2,,t0,0.1358,0.2029,0.1845,Q,,,,,,,,
y109,2,B,2,,t0,0.1952,0.3056,0.2922,Q,,,,,,,,
y109,3,B,2,,t0,0.1888,0.3035,0.2992,Q,,,,,,,,
y109,4,B,2,,t0,0.19,0.2977,0.2864,Q,,,,,,,,
y109,5,B,2,,t0,0.1869,0.2944,0.2786,Q,,,,,,,,
y109,6,B,2,,t0,0.1921,0.2827,0.2615,Q,,,,,,,,
y109,7,B,2,,t0,0.1575,0.2204,0.1982,Q,,,,,,,,
y109,8,B,2,,t0,0.1696,0.2172,0.197,Q,,,,,,,,
y109,9,B,2,,t0,0.1568,0.2224,0.1961,Q,,,,,,,,
y109,10,B,2,,t0,0.1661,0.2116,0.1867,Q,,,,,,,,
y109,11,B,2,,t0,0.1708,0.2548,0.2484,Q,,,,,,,,
y109,12,B,2,,t0,0.1378,0.1843,0.1581,Q,,,,,,,,
y003,1,B,2,,t0,0.146,0.2303,0.2264,Q,,,,,,,,
y003,2,B,2,,t0,0.1106,0.1778,0.1835,Q,,,,,,,,
y003,3,B,2,,t0,0.1013,0.1601,0.1809,Q,,,,,,,,
y003,4,B,2,,t0,0.1117,0.1722,0.182,Q,,,,,,,,
y003,5,B,2,,t0,0.1034,0.1238,0.1299,Q,,,,,,,,
y003,6,B,2,,t0,0.1321,0.1963,0.1916,Q,,,,,,,,
y003,7,B,2,,t0,0.1406,0.1874,0.1837,Q,,,,,,,,
y003,8,B,2,,t0,0.1126,0.1446,0.126,Q,,,,,,,,
y003,9,B,2,,t0,0.131,0.2005,0.1997,Q,,,,,,,,
y003,10,B,2,,t0,0.1246,0.2027,0.2442,Q,,,,,,,,
y003,11,B,2,,t0,0.1034,0.2302,0.2653,Q,,,,,,,,
y003,12,B,2,,t0,0.1122,0.2018,0.2192,Q,,,,,,,,
y026,1,B,2,,t0,0.1339,0.2881,0.3255,Q,,,,,,,,
y026,2,B,2,,t0,0.1347,0.3201,0.4444,Q,,,,,,,,
y026,3,B,2,,t0,0.1399,0.3121,0.4466,Q,,,,,,,,
y026,4,B,2,,t0,0.1226,0.2506,0.3186,Q,,,,,,,,
y026,5,B,2,,t0,0.1039,0.2657,0.3542,Q,,,,,,,,
y026,6,B,2,,t0,0.1128,0.228,0.3071,Q,,,,,,,,
y026,7,B,2,,t0,0.0982,0.2416,0.4114,Q,,,,,,,,
y026,8,B,2,,t0,0.108,0.1605,0.201,Q,,,,,,,,
y026,9,B,2,,t0,0.116,0.2561,0.3837,Q,,,,,,,,
y026,10,B,2,,t0,0.1187,0.194,0.2345,Q,,,,,,,,
y026,11,B,2,,t0,0.0953,0.18,0.2847,Q,,,,,,,,
y026,12,B,2,,t0,0.0912,0.0932,0.0683,Q,,,,,,,,
y106,1,B,0,0.5,t5,1.3436,1.5529,1.5374,Q,,,,,,,,
y106,2,B,0,0.5,t5,1.0297,1.5561,1.61,Q,,,,,,,,
y106,3,B,0,0.5,t5,1.0895,1.5443,1.563,Q,,,,,,,,
y106,4,B,0,0.5,t5,1.1324,1.5203,1.4748,Q,,,,,,,,
y106,5,B,0,0.5,t5,0.1,0.0982,0.0611,Q,,,,,,,,
y106,6,B,0,0.5,t5,0.2524,1.4611,1.4182,Q,,,,,,,,
y106,7,B,0,0.5,t5,0.1019,0.1002,0.0885,Q,,,,,,,,
y106,8,B,0,0.5,t5,0.4048,1.3007,1.4935,Q,,,,,,,,
y106,9,B,0,0.5,t5,0.0991,0.0971,0.0611,Q,,,,,,,,
y106,10,B,0,0.5,t5,1.3711,1.5454,1.5546,Q,,,,,,,,
y106,11,B,0,0.5,t5,0.1111,0.2742,1.5007,Q,,,,,,,,
y106,12,B,0,0.5,t5,0.122,0.3211,1.5237,Q,,,,,,,,
y048,1,B,0,0.5,t5,1.4554,1.555,1.5689,Q,,,,,,,,
y048,2,B,0,0.5,t5,1.4543,1.5782,1.5712,Q,,,,,,,,
y048,3,B,0,0.5,t5,1.5128,1.5886,1.5803,Q,,,,,,,,
y048,4,B,0,0.5,t5,1.3582,1.5546,1.5519,Q,,,,,,,,
y048,5,B,0,0.5,t5,1.3196,1.5564,1.5668,Q,,,,,,,,
y048,6,B,0,0.5,t5,1.3515,1.54,1.5519,Q,,,,,,,,
y048,7,B,0,0.5,t5,1.4046,1.5586,1.564,Q,,,,,,,,
y048,8,B,0,0.5,t5,1.4216,1.5605,1.5625,Q,,,,,,,,
y048,9,B,0,0.5,t5,1.2936,1.5569,1.5518,Q,,,,,,,,
y048,10,B,0,0.5,t5,1.3514,1.5611,1.5649,Q,,,,,,,,
